pid,date,segment,avgdurationunlock,avgdurationunlock_locmap_home,countepisodeunlock,countepisodeunlock_locmap_home,maxdurationunlock,maxdurationunlock_locmap_home,sumdurationunlock,sumdurationunlock_locmap_home,datetime
INS-W_1036,2021-04-11,evening,2.60231097560976,3.42717283950617,41.0,27.0,31.5412166666667,31.5412166666667,106.69475,92.5336666666667,2021-04-11 17:59:59
INS-W_1036,2021-04-11,morning,3.18057564102564,3.18057564102564,13.0,13.0,11.6498666666667,11.6498666666667,41.3474833333333,41.3474833333333,2021-04-11 05:59:59
INS-W_1036,2021-04-11,night,6.57945,6.57945,10.0,10.0,20.49755,20.49755,65.7945,65.7945,2021-04-11 23:59:59
INS-W_1036,2021-04-12,afternoon,7.98023777777778,7.98023777777778,30.0,30.0,74.8935833333333,74.8935833333333,239.407133333333,239.407133333333,2021-04-12 11:59:59
INS-W_1036,2021-04-12,evening,5.98717023809524,1.499975,28.0,2.0,63.9627,1.99996666666667,167.640766666667,2.99995,2021-04-12 17:59:59
INS-W_1036,2021-04-12,morning,10.1173685185185,10.1173685185185,9.0,9.0,41.2803333333333,41.2803333333333,91.0563166666666,91.0563166666666,2021-04-12 05:59:59
INS-W_1036,2021-04-12,night,6.95218541666667,6.95218541666667,8.0,8.0,18.9294,18.9294,55.6174833333333,55.6174833333333,2021-04-12 23:59:59
INS-W_1036,2021-04-13,afternoon,2.45697450980392,1.66260757575758,51.0,11.0,13.6361166666667,4.99991666666667,125.3057,18.2886833333333,2021-04-13 11:59:59
INS-W_1036,2021-04-13,evening,2.45732719298246,2.45732719298246,38.0,38.0,35.2677333333333,35.2677333333333,93.3784333333333,93.3784333333333,2021-04-13 17:59:59
INS-W_1036,2021-04-13,morning,0.155593333333333,,5.0,,0.254616666666667,,0.777966666666667,,2021-04-13 05:59:59
INS-W_1036,2021-04-13,night,0.910083333333333,,1.0,,0.910083333333333,,0.910083333333333,,2021-04-13 23:59:59
INS-W_1036,2021-04-14,afternoon,2.66327884615385,2.66327884615385,26.0,26.0,32.85235,32.85235,69.24525,69.24525,2021-04-14 11:59:59
INS-W_1036,2021-04-14,evening,4.73998541666667,5.94950185185185,24.0,18.0,18.8831333333333,18.8831333333333,113.75965,107.091033333333,2021-04-14 17:59:59
INS-W_1036,2021-04-14,morning,2.45046777777778,2.45046777777778,15.0,15.0,14.359,14.359,36.7570166666667,36.7570166666667,2021-04-14 05:59:59
INS-W_1036,2021-04-14,night,7.49129166666666,7.49129166666666,8.0,8.0,41.0685833333333,41.0685833333333,59.9303333333333,59.9303333333333,2021-04-14 23:59:59
INS-W_1036,2021-04-15,afternoon,2.32133703703704,2.31224047619048,45.0,42.0,15.30835,15.30835,104.460166666667,97.1141,2021-04-15 11:59:59
INS-W_1036,2021-04-15,evening,4.19107521367521,4.12655833333333,39.0,34.0,21.4622,21.4622,163.451933333333,140.302983333333,2021-04-15 17:59:59
INS-W_1036,2021-04-15,morning,7.19498333333333,7.19498333333333,8.0,8.0,26.0978666666667,26.0978666666667,57.5598666666667,57.5598666666667,2021-04-15 05:59:59
INS-W_1036,2021-04-15,night,26.0654388888889,26.0654388888889,3.0,3.0,57.91245,57.91245,78.1963166666666,78.1963166666666,2021-04-15 23:59:59
INS-W_1036,2021-04-16,afternoon,1.73319632352941,1.7523671641791,68.0,67.0,22.9187,22.9187,117.85735,117.4086,2021-04-16 11:59:59
INS-W_1036,2021-04-16,evening,0.756329532163742,1.13103981481481,57.0,18.0,6.7571,6.7571,43.1107833333333,20.3587166666667,2021-04-16 17:59:59
INS-W_1036,2021-04-16,morning,3.78453148148148,3.78453148148148,18.0,18.0,18.1575666666667,18.1575666666667,68.1215666666667,68.1215666666667,2021-04-16 05:59:59
INS-W_1036,2021-04-16,night,12.5126555555556,12.5126555555556,6.0,6.0,30.3312833333333,30.3312833333333,75.0759333333333,75.0759333333333,2021-04-16 23:59:59
INS-W_1036,2021-04-17,afternoon,2.69908952991453,2.81291644144144,78.0,74.0,34.9275333333333,34.9275333333333,210.528983333333,208.155816666667,2021-04-17 11:59:59
INS-W_1036,2021-04-17,evening,1.19310087719298,1.29738650793651,38.0,21.0,12.0774333333333,12.0774333333333,45.3378333333334,27.2451166666667,2021-04-17 17:59:59
INS-W_1036,2021-04-17,morning,0.779536842105263,0.779536842105263,38.0,38.0,2.90895,2.90895,29.6224,29.6224,2021-04-17 05:59:59
INS-W_1036,2021-04-17,night,7.32891547619047,9.16362575757576,14.0,11.0,25.2150333333333,25.2150333333333,102.604816666667,100.799883333333,2021-04-17 23:59:59
INS-W_1036,2021-04-18,afternoon,11.8124858333333,11.8124858333333,20.0,20.0,97.9185333333333,97.9185333333333,236.249716666667,236.249716666667,2021-04-18 11:59:59
INS-W_1036,2021-04-18,evening,2.88186802721088,2.88186802721088,49.0,49.0,20.9745,20.9745,141.211533333333,141.211533333333,2021-04-18 17:59:59
INS-W_1036,2021-04-18,morning,2.23385588235294,2.23385588235294,34.0,34.0,30.2094666666667,30.2094666666667,75.9511,75.9511,2021-04-18 05:59:59
INS-W_1036,2021-04-18,night,3.61622166666667,3.61622166666667,20.0,20.0,17.7297166666667,17.7297166666667,72.3244333333333,72.3244333333333,2021-04-18 23:59:59
INS-W_1036,2021-04-19,afternoon,4.47437743055556,4.55114468085106,48.0,47.0,19.21405,19.21405,214.770116666667,213.9038,2021-04-19 11:59:59
INS-W_1036,2021-04-19,evening,5.44082373737374,7.51854814814815,33.0,18.0,49.76725,49.76725,179.547183333333,135.333866666667,2021-04-19 17:59:59
INS-W_1036,2021-04-19,morning,13.4375476190476,13.4375476190476,7.0,7.0,53.0847333333333,53.0847333333333,94.0628333333333,94.0628333333333,2021-04-19 05:59:59
INS-W_1036,2021-04-19,night,19.6925233333333,19.6925233333333,5.0,5.0,47.33405,47.33405,98.4626166666666,98.4626166666666,2021-04-19 23:59:59
INS-W_1036,2021-04-20,afternoon,2.12041313131313,2.00428666666667,66.0,35.0,18.55575,16.6090833333333,139.947266666667,70.1500333333333,2021-04-20 11:59:59
INS-W_1036,2021-04-20,evening,3.87692023809524,3.25092083333333,42.0,20.0,41.30445,14.3986166666667,162.83065,65.0184166666667,2021-04-20 17:59:59
INS-W_1036,2021-04-20,morning,6.44560833333333,6.44560833333333,8.0,8.0,25.4283,25.4283,51.5648666666667,51.5648666666667,2021-04-20 05:59:59
INS-W_1036,2021-04-20,night,1.80296666666667,2.91222222222222,16.0,6.0,10.9087666666667,10.9087666666667,28.8474666666667,17.4733333333333,2021-04-20 23:59:59
INS-W_1036,2021-04-21,afternoon,2.98257210144927,3.11025757575758,46.0,44.0,24.0230666666667,24.0230666666667,137.198316666667,136.851333333333,2021-04-21 11:59:59
INS-W_1036,2021-04-21,evening,4.48865570175439,4.48865570175439,38.0,38.0,39.80845,39.80845,170.568916666667,170.568916666667,2021-04-21 17:59:59
INS-W_1036,2021-04-21,morning,2.32887222222222,2.32887222222222,3.0,3.0,4.44911666666667,4.44911666666667,6.98661666666667,6.98661666666667,2021-04-21 05:59:59
INS-W_1036,2021-04-21,night,9.90599848484848,9.90599848484848,11.0,11.0,46.1189333333333,46.1189333333333,108.965983333333,108.965983333333,2021-04-21 23:59:59
INS-W_1036,2021-04-22,afternoon,1.84987682291667,1.59973695652174,64.0,46.0,23.24875,19.2648,118.392116666667,73.5879,2021-04-22 11:59:59
INS-W_1036,2021-04-22,evening,1.69758,3.06397083333333,40.0,4.0,18.9996833333333,8.67935,67.9032,12.2558833333333,2021-04-22 17:59:59
INS-W_1036,2021-04-22,morning,10.6984575,10.6984575,20.0,20.0,142.189966666667,142.189966666667,213.96915,213.96915,2021-04-22 05:59:59
INS-W_1036,2021-04-22,night,20.0214625000001,20.0214625000001,16.0,16.0,252.838366666668,252.838366666668,320.343400000002,320.343400000002,2021-04-22 23:59:59
INS-W_1036,2021-04-23,afternoon,1.86914296296296,1.54211212121212,45.0,11.0,30.0497333333333,5.9999,84.1114333333333,16.9632333333333,2021-04-23 11:59:59
INS-W_1036,2021-04-23,evening,1.49036589147287,0.185533333333333,43.0,2.0,13.09795,0.346233333333333,64.0857333333333,0.371066666666667,2021-04-23 17:59:59
INS-W_1036,2021-04-23,morning,2.83565138888889,2.54261904761905,36.0,7.0,22.3406666666667,6.99988333333333,102.08345,17.7983333333333,2021-04-23 05:59:59
INS-W_1036,2021-04-23,night,3.1188431372549,2.50325416666667,17.0,4.0,9.20445,2.99995,53.0203333333333,10.0130166666667,2021-04-23 23:59:59
INS-W_1036,2021-04-24,afternoon,2.41916944444444,3.55788684210526,42.0,19.0,21.8761833333333,21.8761833333333,101.605116666667,67.59985,2021-04-24 11:59:59
INS-W_1036,2021-04-24,evening,1.77452873563218,0.268933333333333,29.0,2.0,10.5168,0.512783333333333,51.4613333333333,0.537866666666667,2021-04-24 17:59:59
INS-W_1036,2021-04-24,morning,0.712101190476191,0.714858333333333,14.0,8.0,2.3512,1.83725,9.96941666666667,5.71886666666667,2021-04-24 05:59:59
INS-W_1036,2021-04-24,night,3.00473571428571,5.72533939393939,28.0,11.0,40.72465,40.72465,84.1326,62.9787333333333,2021-04-24 23:59:59
INS-W_1036,2021-04-25,afternoon,1.57546555555556,4.17517058823529,60.0,17.0,22.0355,22.0355,94.5279333333333,70.9779,2021-04-25 11:59:59
INS-W_1036,2021-04-25,evening,2.69205833333333,3.4714108974359,36.0,26.0,20.7684333333333,20.7684333333333,96.9141,90.2566833333333,2021-04-25 17:59:59
INS-W_1036,2021-04-25,morning,4.46743921568627,,17.0,,27.9990833333333,,75.9464666666667,,2021-04-25 05:59:59
INS-W_1036,2021-04-25,night,1.75418333333333,,2.0,,3.18711666666667,,3.50836666666667,,2021-04-25 23:59:59
INS-W_1036,2021-04-26,afternoon,2.22119970238095,2.43957625,56.0,40.0,20.59195,20.59195,124.387183333333,97.58305,2021-04-26 11:59:59
INS-W_1036,2021-04-26,evening,5.08463238095238,2.58660833333333,35.0,2.0,78.2205333333333,4.57431666666667,177.962133333333,5.17321666666667,2021-04-26 17:59:59
INS-W_1036,2021-04-26,morning,3.0591575,3.0591575,20.0,20.0,24.1024833333333,24.1024833333333,61.18315,61.18315,2021-04-26 05:59:59
INS-W_1036,2021-04-26,night,5.92398928571428,6.832525,28.0,24.0,27.6959833333333,27.6959833333333,165.8717,163.9806,2021-04-26 23:59:59
INS-W_1036,2021-04-27,afternoon,3.15646497175141,2.64824642857143,59.0,14.0,24.6141666666667,12.94945,186.231433333333,37.07545,2021-04-27 11:59:59
INS-W_1036,2021-04-27,evening,4.02299210526316,,57.0,,26.4016833333333,,229.31055,,2021-04-27 17:59:59
INS-W_1036,2021-04-27,morning,4.61881363636364,4.75634259259259,11.0,9.0,20.2595166666667,20.2595166666667,50.80695,42.8070833333333,2021-04-27 05:59:59
INS-W_1036,2021-04-27,night,6.91949270833333,11.3758583333333,16.0,4.0,36.7144333333333,23.9996,110.711883333333,45.5034333333333,2021-04-27 23:59:59
INS-W_1036,2021-04-28,afternoon,1.37803677248677,,63.0,,13.7231166666667,,86.8163166666666,,2021-04-28 11:59:59
INS-W_1036,2021-04-28,evening,1.07440967741935,0.340459259259259,31.0,9.0,16.13895,0.9647,33.3067,3.06413333333333,2021-04-28 17:59:59
INS-W_1036,2021-04-28,morning,2.87508695652174,,23.0,,36.1207833333333,,66.127,,2021-04-28 05:59:59
INS-W_1036,2021-04-28,night,6.99469,,10.0,,28.2062833333333,,69.9469,,2021-04-28 23:59:59
INS-W_1036,2021-04-29,afternoon,1.80625434782609,1.99296888888889,46.0,30.0,13.1566666666667,13.1566666666667,83.0877,59.7890666666667,2021-04-29 11:59:59
INS-W_1036,2021-04-29,evening,1.73236944444444,,6.0,,5.41713333333333,,10.3942166666667,,2021-04-29 17:59:59
INS-W_1036,2021-04-29,morning,3.83048703703704,3.83048703703704,18.0,18.0,31.5737666666667,31.5737666666667,68.9487666666666,68.9487666666666,2021-04-29 05:59:59
INS-W_1036,2021-04-29,night,7.89100555555555,7.89100555555555,6.0,6.0,42.0809166666667,42.0809166666667,47.3460333333333,47.3460333333333,2021-04-29 23:59:59
INS-W_1036,2021-04-30,afternoon,2.55077931034483,3.88585572916667,58.0,32.0,29.5610666666667,29.5610666666667,147.9452,124.347383333333,2021-04-30 11:59:59
INS-W_1036,2021-04-30,evening,0.844223863636363,0.429196666666667,44.0,5.0,6.19823333333333,1.0202,37.14585,2.14598333333333,2021-04-30 17:59:59
INS-W_1036,2021-04-30,morning,10.2912875,18.7508083333333,8.0,4.0,70.5415166666666,70.5415166666666,82.3303,75.0032333333333,2021-04-30 05:59:59
INS-W_1036,2021-04-30,night,1.91342314814815,1.64064666666667,18.0,10.0,14.3312166666667,7.99986666666667,34.4416166666667,16.4064666666667,2021-04-30 23:59:59
INS-W_1036,2021-05-01,afternoon,4.64930833333333,3.94060625,24.0,8.0,16.4957833333333,13.9997666666667,111.5834,31.52485,2021-05-01 11:59:59
INS-W_1036,2021-05-01,evening,3.15392894736842,1.07319444444444,19.0,6.0,18.8462666666667,2.05135,59.92465,6.43916666666667,2021-05-01 17:59:59
INS-W_1036,2021-05-01,morning,3.90116893939394,4.59749230769231,22.0,13.0,21.019,19.8024833333333,85.8257166666667,59.7674,2021-05-01 05:59:59
INS-W_1036,2021-05-01,night,12.6104433333333,12.6104433333333,10.0,10.0,55.6076,55.6076,126.104433333333,126.104433333333,2021-05-01 23:59:59
INS-W_1036,2021-05-02,afternoon,2.39558111111111,5.37902878787879,30.0,11.0,31.2556833333333,31.2556833333333,71.8674333333333,59.1693166666667,2021-05-02 11:59:59
INS-W_1036,2021-05-02,evening,2.18358238095238,2.18358238095238,35.0,35.0,22.8385,22.8385,76.4253833333333,76.4253833333333,2021-05-02 17:59:59
INS-W_1036,2021-05-02,morning,1.87420333333333,1.92822916666667,15.0,12.0,18.5996833333333,18.5996833333333,28.11305,23.13875,2021-05-02 05:59:59
INS-W_1036,2021-05-02,night,13.2558944444444,13.2558944444444,9.0,9.0,75.4951166666666,75.4951166666666,119.30305,119.30305,2021-05-02 23:59:59
INS-W_1036,2021-05-03,afternoon,2.41217795698925,0.733925,31.0,26.0,41.0234833333333,4.5338,74.7775166666666,19.08205,2021-05-03 11:59:59
INS-W_1036,2021-05-03,evening,2.46996951219512,7.4026037037037,41.0,9.0,39.7807833333333,39.7807833333333,101.26875,66.6234333333333,2021-05-03 17:59:59
INS-W_1036,2021-05-03,morning,2.69598214285714,2.69598214285714,28.0,28.0,18.6551666666667,18.6551666666667,75.4875,75.4875,2021-05-03 05:59:59
INS-W_1036,2021-05-03,night,3.15360555555556,3.15360555555556,12.0,12.0,15.5020666666667,15.5020666666667,37.8432666666667,37.8432666666667,2021-05-03 23:59:59
INS-W_1036,2021-05-04,afternoon,3.25982023809524,2.82895666666667,42.0,5.0,40.22945,6.99988333333333,136.91245,14.1447833333333,2021-05-04 11:59:59
INS-W_1036,2021-05-04,evening,0.677644791666667,0.602706666666667,48.0,5.0,6.59583333333333,1.59918333333333,32.52695,3.01353333333333,2021-05-04 17:59:59
INS-W_1036,2021-05-04,morning,1.97227170542636,0.694517777777778,43.0,15.0,18.4750833333333,6.11188333333333,84.8076833333333,10.4177666666667,2021-05-04 05:59:59
INS-W_1036,2021-05-04,night,6.10950454545454,6.10950454545454,11.0,11.0,61.5463666666666,61.5463666666666,67.20455,67.20455,2021-05-04 23:59:59
INS-W_1036,2021-05-05,afternoon,0.719172374429224,0.719172374429224,73.0,73.0,6.41448333333333,6.41448333333333,52.4995833333333,52.4995833333333,2021-05-05 11:59:59
INS-W_1036,2021-05-05,evening,1.34524358974359,1.56873787878788,13.0,11.0,12.6250333333333,12.6250333333333,17.4881666666667,17.2561166666667,2021-05-05 17:59:59
INS-W_1036,2021-05-05,morning,1.24651666666667,1.24651666666667,16.0,16.0,5.47098333333333,5.47098333333333,19.9442666666667,19.9442666666667,2021-05-05 05:59:59
INS-W_1036,2021-05-05,night,5.39694722222222,7.34619102564102,18.0,13.0,66.3971166666666,66.3971166666666,97.14505,95.5004833333333,2021-05-05 23:59:59
INS-W_1036,2021-05-06,afternoon,2.55195,3.12064482758621,37.0,29.0,24.3783333333333,24.3783333333333,94.42215,90.4987,2021-05-06 11:59:59
INS-W_1036,2021-05-06,evening,1.36063434343434,1.78659215686274,33.0,17.0,17.0425166666667,17.0425166666667,44.9009333333333,30.3720666666667,2021-05-06 17:59:59
INS-W_1036,2021-05-06,morning,0.465040625,0.465040625,16.0,16.0,1.52711666666667,1.52711666666667,7.44065,7.44065,2021-05-06 05:59:59
INS-W_1036,2021-05-06,night,5.29752692307692,5.29752692307692,13.0,13.0,37.4134166666667,37.4134166666667,68.86785,68.86785,2021-05-06 23:59:59
INS-W_1036,2021-05-07,afternoon,1.77651914893617,2.49761379310345,47.0,29.0,28.4877666666667,28.4877666666667,83.4964,72.4308,2021-05-07 11:59:59
INS-W_1036,2021-05-07,evening,1.15413809523809,1.57143390804598,42.0,29.0,15.7578333333333,15.7578333333333,48.4738,45.5715833333333,2021-05-07 17:59:59
INS-W_1036,2021-05-07,morning,1.40439090909091,1.40439090909091,11.0,11.0,6.69306666666667,6.69306666666667,15.4483,15.4483,2021-05-07 05:59:59
INS-W_1036,2021-05-07,night,16.611165,16.611165,10.0,10.0,134.77985,134.77985,166.11165,166.11165,2021-05-07 23:59:59
INS-W_1036,2021-05-08,afternoon,3.3773053030303,4.11027371794872,44.0,26.0,32.12965,32.12965,148.601433333333,106.867116666667,2021-05-08 11:59:59
INS-W_1036,2021-05-08,evening,0.985943269230769,,52.0,,5.93253333333333,,51.26905,,2021-05-08 17:59:59
INS-W_1036,2021-05-08,morning,1.82784147286822,1.20882777777778,43.0,9.0,16.8891333333333,5.48993333333333,78.5971833333333,10.87945,2021-05-08 05:59:59
INS-W_1036,2021-05-08,night,2.281685,4.20212777777778,10.0,3.0,6.21848333333333,6.21848333333333,22.81685,12.6063833333333,2021-05-08 23:59:59
INS-W_1036,2021-05-09,afternoon,1.86923333333333,,36.0,,16.76685,,67.2924,,2021-05-09 11:59:59
INS-W_1036,2021-05-09,evening,0.976177230046948,,71.0,,10.95265,,69.3085833333333,,2021-05-09 17:59:59
INS-W_1036,2021-05-09,morning,1.0562553030303,,22.0,,4.91811666666667,,23.2376166666667,,2021-05-09 05:59:59
INS-W_1036,2021-05-09,night,13.1791395833333,,8.0,,45.5103333333333,,105.433116666667,,2021-05-09 23:59:59
INS-W_1036,2021-05-10,afternoon,2.26575496453901,2.06535641025641,47.0,39.0,17.43815,17.43815,106.490483333333,80.5489,2021-05-10 11:59:59
INS-W_1036,2021-05-10,evening,2.75188541666667,2.75188541666667,16.0,16.0,15.53245,15.53245,44.0301666666667,44.0301666666667,2021-05-10 17:59:59
INS-W_1036,2021-05-10,morning,1.94659523809524,,7.0,,9.73381666666667,,13.6261666666667,,2021-05-10 05:59:59
INS-W_1036,2021-05-10,night,13.6531733333333,,5.0,,55.1779166666666,,68.2658666666666,,2021-05-10 23:59:59
INS-W_1036,2021-05-11,afternoon,4.654587,4.654587,50.0,50.0,34.5409666666667,34.5409666666667,232.72935,232.72935,2021-05-11 11:59:59
INS-W_1036,2021-05-11,evening,1.25035,1.50050888888889,29.0,15.0,8.96015,8.96015,36.26015,22.5076333333333,2021-05-11 17:59:59
