pid,date,segment,countepisodesedentarybout,sumsteps,datetime
INS-W_1036,2021-04-05,night,10.0,1052.0,2021-04-05 23:59:59
INS-W_1036,2021-04-06,afternoon,22.0,3182.0,2021-04-06 11:59:59
INS-W_1036,2021-04-06,evening,26.0,4258.0,2021-04-06 17:59:59
INS-W_1036,2021-04-06,morning,1.0,0.0,2021-04-06 05:59:59
INS-W_1036,2021-04-06,night,22.0,3317.0,2021-04-06 23:59:59
INS-W_1036,2021-04-07,afternoon,18.0,2632.0,2021-04-07 11:59:59
INS-W_1036,2021-04-07,evening,34.0,2169.0,2021-04-07 17:59:59
INS-W_1036,2021-04-07,morning,5.0,127.0,2021-04-07 05:59:59
INS-W_1036,2021-04-07,night,15.0,4142.0,2021-04-07 23:59:59
INS-W_1036,2021-04-08,afternoon,30.0,1781.0,2021-04-08 11:59:59
INS-W_1036,2021-04-08,evening,45.0,2163.0,2021-04-08 17:59:59
INS-W_1036,2021-04-08,morning,3.0,70.0,2021-04-08 05:59:59
INS-W_1036,2021-04-08,night,11.0,388.0,2021-04-08 23:59:59
INS-W_1036,2021-04-09,afternoon,27.0,1328.0,2021-04-09 11:59:59
INS-W_1036,2021-04-09,evening,38.0,2455.0,2021-04-09 17:59:59
INS-W_1036,2021-04-09,morning,1.0,0.0,2021-04-09 05:59:59
INS-W_1036,2021-04-09,night,33.0,1019.0,2021-04-09 23:59:59
INS-W_1036,2021-04-10,afternoon,13.0,2460.0,2021-04-10 11:59:59
INS-W_1036,2021-04-10,evening,14.0,2420.0,2021-04-10 17:59:59
INS-W_1036,2021-04-10,morning,2.0,22.0,2021-04-10 05:59:59
INS-W_1036,2021-04-10,night,26.0,1052.0,2021-04-10 23:59:59
INS-W_1036,2021-04-11,afternoon,24.0,2188.0,2021-04-11 11:59:59
INS-W_1036,2021-04-11,evening,16.0,2333.0,2021-04-11 17:59:59
INS-W_1036,2021-04-11,morning,3.0,46.0,2021-04-11 05:59:59
INS-W_1036,2021-04-11,night,12.0,504.0,2021-04-11 23:59:59
INS-W_1036,2021-04-12,afternoon,16.0,1089.0,2021-04-12 11:59:59
INS-W_1036,2021-04-12,evening,16.0,5416.0,2021-04-12 17:59:59
INS-W_1036,2021-04-12,morning,8.0,383.0,2021-04-12 05:59:59
INS-W_1036,2021-04-12,night,4.0,178.0,2021-04-12 23:59:59
INS-W_1036,2021-04-13,afternoon,22.0,2229.0,2021-04-13 11:59:59
INS-W_1036,2021-04-13,evening,26.0,2269.0,2021-04-13 17:59:59
INS-W_1036,2021-04-13,morning,5.0,129.0,2021-04-13 05:59:59
INS-W_1036,2021-04-13,night,1.0,0.0,2021-04-13 23:59:59
INS-W_1036,2021-04-14,afternoon,9.0,501.0,2021-04-14 11:59:59
INS-W_1036,2021-04-14,evening,19.0,1026.0,2021-04-14 17:59:59
INS-W_1036,2021-04-14,morning,13.0,565.0,2021-04-14 05:59:59
INS-W_1036,2021-04-14,night,12.0,420.0,2021-04-14 23:59:59
INS-W_1036,2021-04-15,afternoon,30.0,1953.0,2021-04-15 11:59:59
INS-W_1036,2021-04-15,evening,23.0,1956.0,2021-04-15 17:59:59
INS-W_1036,2021-04-15,morning,7.0,287.0,2021-04-15 05:59:59
INS-W_1036,2021-04-15,night,5.0,119.0,2021-04-15 23:59:59
INS-W_1036,2021-04-16,afternoon,17.0,4663.0,2021-04-16 11:59:59
INS-W_1036,2021-04-16,evening,30.0,3683.0,2021-04-16 17:59:59
INS-W_1036,2021-04-16,morning,4.0,141.0,2021-04-16 05:59:59
INS-W_1036,2021-04-16,night,1.0,12.0,2021-04-16 23:59:59
INS-W_1036,2021-04-17,afternoon,1.0,0.0,2021-04-17 11:59:59
INS-W_1036,2021-04-17,evening,1.0,0.0,2021-04-17 17:59:59
INS-W_1036,2021-04-17,morning,1.0,0.0,2021-04-17 05:59:59
INS-W_1036,2021-04-17,night,17.0,3041.0,2021-04-17 23:59:59
INS-W_1036,2021-04-18,afternoon,10.0,158.0,2021-04-18 11:59:59
INS-W_1036,2021-04-18,evening,21.0,885.0,2021-04-18 17:59:59
INS-W_1036,2021-04-18,morning,1.0,0.0,2021-04-18 05:59:59
INS-W_1036,2021-04-18,night,1.0,0.0,2021-04-18 23:59:59
INS-W_1036,2021-04-19,afternoon,23.0,2931.0,2021-04-19 11:59:59
INS-W_1036,2021-04-19,evening,36.0,3000.0,2021-04-19 17:59:59
INS-W_1036,2021-04-19,morning,16.0,584.0,2021-04-19 05:59:59
INS-W_1036,2021-04-19,night,6.0,145.0,2021-04-19 23:59:59
INS-W_1036,2021-04-20,afternoon,30.0,2059.0,2021-04-20 11:59:59
INS-W_1036,2021-04-20,evening,34.0,4573.0,2021-04-20 17:59:59
INS-W_1036,2021-04-20,morning,3.0,54.0,2021-04-20 05:59:59
INS-W_1036,2021-04-20,night,25.0,1399.0,2021-04-20 23:59:59
INS-W_1036,2021-04-21,afternoon,27.0,4739.0,2021-04-21 11:59:59
INS-W_1036,2021-04-21,evening,20.0,872.0,2021-04-21 17:59:59
INS-W_1036,2021-04-21,morning,12.0,425.0,2021-04-21 05:59:59
INS-W_1036,2021-04-21,night,6.0,171.0,2021-04-21 23:59:59
INS-W_1036,2021-04-22,afternoon,16.0,926.0,2021-04-22 11:59:59
INS-W_1036,2021-04-22,evening,14.0,340.0,2021-04-22 17:59:59
INS-W_1036,2021-04-22,morning,6.0,239.0,2021-04-22 05:59:59
INS-W_1036,2021-04-22,night,14.0,388.0,2021-04-22 23:59:59
INS-W_1036,2021-04-23,afternoon,35.0,10518.0,2021-04-23 11:59:59
INS-W_1036,2021-04-23,evening,21.0,981.0,2021-04-23 17:59:59
INS-W_1036,2021-04-23,morning,14.0,670.0,2021-04-23 05:59:59
INS-W_1036,2021-04-23,night,4.0,41.0,2021-04-23 23:59:59
INS-W_1036,2021-04-24,afternoon,6.0,374.0,2021-04-24 11:59:59
INS-W_1036,2021-04-24,evening,29.0,2141.0,2021-04-24 17:59:59
INS-W_1036,2021-04-24,morning,1.0,4.0,2021-04-24 05:59:59
INS-W_1036,2021-04-24,night,15.0,705.0,2021-04-24 23:59:59
INS-W_1036,2021-04-25,afternoon,41.0,4795.0,2021-04-25 11:59:59
INS-W_1036,2021-04-25,evening,2.0,23.0,2021-04-25 17:59:59
INS-W_1036,2021-04-25,morning,7.0,388.0,2021-04-25 05:59:59
INS-W_1036,2021-04-25,night,4.0,152.0,2021-04-25 23:59:59
INS-W_1036,2021-04-26,afternoon,30.0,1344.0,2021-04-26 11:59:59
INS-W_1036,2021-04-26,evening,13.0,1211.0,2021-04-26 17:59:59
INS-W_1036,2021-04-26,morning,9.0,267.0,2021-04-26 05:59:59
INS-W_1036,2021-04-26,night,13.0,1100.0,2021-04-26 23:59:59
INS-W_1036,2021-04-27,afternoon,35.0,3129.0,2021-04-27 11:59:59
INS-W_1036,2021-04-27,evening,10.0,580.0,2021-04-27 17:59:59
INS-W_1036,2021-04-27,morning,2.0,28.0,2021-04-27 05:59:59
INS-W_1036,2021-04-27,night,14.0,809.0,2021-04-27 23:59:59
INS-W_1036,2021-04-28,afternoon,13.0,698.0,2021-04-28 11:59:59
INS-W_1036,2021-04-28,evening,22.0,1762.0,2021-04-28 17:59:59
INS-W_1036,2021-04-28,morning,11.0,261.0,2021-04-28 05:59:59
INS-W_1036,2021-04-28,night,5.0,131.0,2021-04-28 23:59:59
INS-W_1036,2021-04-29,afternoon,43.0,5795.0,2021-04-29 11:59:59
INS-W_1036,2021-04-29,evening,33.0,1346.0,2021-04-29 17:59:59
INS-W_1036,2021-04-29,morning,9.0,573.0,2021-04-29 05:59:59
INS-W_1036,2021-04-29,night,10.0,352.0,2021-04-29 23:59:59
INS-W_1036,2021-04-30,afternoon,29.0,1531.0,2021-04-30 11:59:59
INS-W_1036,2021-04-30,evening,50.0,2593.0,2021-04-30 17:59:59
INS-W_1036,2021-04-30,morning,2.0,31.0,2021-04-30 05:59:59
INS-W_1036,2021-04-30,night,15.0,804.0,2021-04-30 23:59:59
INS-W_1036,2021-05-01,afternoon,16.0,765.0,2021-05-01 11:59:59
INS-W_1036,2021-05-01,evening,14.0,465.0,2021-05-01 17:59:59
INS-W_1036,2021-05-01,morning,9.0,483.0,2021-05-01 05:59:59
INS-W_1036,2021-05-01,night,8.0,198.0,2021-05-01 23:59:59
INS-W_1036,2021-05-02,afternoon,1.0,0.0,2021-05-02 11:59:59
INS-W_1036,2021-05-02,evening,8.0,214.0,2021-05-02 17:59:59
INS-W_1036,2021-05-02,morning,1.0,0.0,2021-05-02 05:59:59
INS-W_1036,2021-05-02,night,5.0,212.0,2021-05-02 23:59:59
INS-W_1036,2021-05-03,afternoon,23.0,1584.0,2021-05-03 11:59:59
INS-W_1036,2021-05-03,evening,16.0,1891.0,2021-05-03 17:59:59
INS-W_1036,2021-05-03,morning,9.0,235.0,2021-05-03 05:59:59
INS-W_1036,2021-05-03,night,9.0,250.0,2021-05-03 23:59:59
INS-W_1036,2021-05-04,afternoon,10.0,1752.0,2021-05-04 11:59:59
INS-W_1036,2021-05-04,evening,32.0,2819.0,2021-05-04 17:59:59
INS-W_1036,2021-05-04,morning,19.0,1762.0,2021-05-04 05:59:59
INS-W_1036,2021-05-04,night,8.0,259.0,2021-05-04 23:59:59
INS-W_1036,2021-05-05,afternoon,12.0,684.0,2021-05-05 11:59:59
INS-W_1036,2021-05-05,evening,40.0,4351.0,2021-05-05 17:59:59
INS-W_1036,2021-05-05,morning,2.0,38.0,2021-05-05 05:59:59
INS-W_1036,2021-05-05,night,11.0,405.0,2021-05-05 23:59:59
INS-W_1036,2021-05-06,afternoon,38.0,6574.0,2021-05-06 11:59:59
INS-W_1036,2021-05-06,evening,44.0,4389.0,2021-05-06 17:59:59
INS-W_1036,2021-05-06,morning,12.0,1324.0,2021-05-06 05:59:59
INS-W_1036,2021-05-06,night,10.0,305.0,2021-05-06 23:59:59
INS-W_1036,2021-05-07,afternoon,29.0,1651.0,2021-05-07 11:59:59
INS-W_1036,2021-05-07,evening,17.0,806.0,2021-05-07 17:59:59
INS-W_1036,2021-05-07,morning,8.0,492.0,2021-05-07 05:59:59
INS-W_1036,2021-05-07,night,19.0,774.0,2021-05-07 23:59:59
INS-W_1036,2021-05-08,afternoon,30.0,2708.0,2021-05-08 11:59:59
INS-W_1036,2021-05-08,evening,36.0,2122.0,2021-05-08 17:59:59
INS-W_1036,2021-05-08,morning,21.0,1121.0,2021-05-08 05:59:59
INS-W_1036,2021-05-08,night,2.0,47.0,2021-05-08 23:59:59
INS-W_1036,2021-05-09,afternoon,20.0,5098.0,2021-05-09 11:59:59
INS-W_1036,2021-05-09,evening,13.0,649.0,2021-05-09 17:59:59
INS-W_1036,2021-05-09,morning,16.0,1486.0,2021-05-09 05:59:59
INS-W_1036,2021-05-09,night,17.0,1233.0,2021-05-09 23:59:59
INS-W_1036,2021-05-10,afternoon,41.0,6023.0,2021-05-10 11:59:59
INS-W_1036,2021-05-10,evening,33.0,5164.0,2021-05-10 17:59:59
INS-W_1036,2021-05-10,morning,9.0,363.0,2021-05-10 05:59:59
INS-W_1036,2021-05-10,night,4.0,95.0,2021-05-10 23:59:59
INS-W_1036,2021-05-11,afternoon,19.0,883.0,2021-05-11 11:59:59
INS-W_1036,2021-05-11,evening,17.0,2040.0,2021-05-11 17:59:59
INS-W_1036,2021-05-11,morning,10.0,532.0,2021-05-11 05:59:59
INS-W_1036,2021-05-11,night,10.0,274.0,2021-05-11 23:59:59
INS-W_1036,2021-05-12,afternoon,11.0,1344.0,2021-05-12 11:59:59
INS-W_1036,2021-05-12,evening,17.0,1722.0,2021-05-12 17:59:59
INS-W_1036,2021-05-12,morning,31.0,2421.0,2021-05-12 05:59:59
INS-W_1036,2021-05-12,night,1.0,0.0,2021-05-12 23:59:59
INS-W_1036,2021-05-13,afternoon,23.0,2905.0,2021-05-13 11:59:59
INS-W_1036,2021-05-13,evening,19.0,3381.0,2021-05-13 17:59:59
INS-W_1036,2021-05-13,morning,23.0,2465.0,2021-05-13 05:59:59
INS-W_1036,2021-05-13,night,1.0,13.0,2021-05-13 23:59:59
INS-W_1036,2021-05-14,afternoon,29.0,8689.0,2021-05-14 11:59:59
INS-W_1036,2021-05-14,evening,24.0,3652.0,2021-05-14 17:59:59
INS-W_1036,2021-05-14,morning,3.0,4363.0,2021-05-14 05:59:59
INS-W_1036,2021-05-14,night,11.0,372.0,2021-05-14 23:59:59
INS-W_1036,2021-05-15,afternoon,39.0,7994.0,2021-05-15 11:59:59
INS-W_1036,2021-05-15,evening,38.0,7702.0,2021-05-15 17:59:59
INS-W_1036,2021-05-15,morning,3.0,76.0,2021-05-15 05:59:59
INS-W_1036,2021-05-15,night,1.0,0.0,2021-05-15 23:59:59
INS-W_1036,2021-05-16,afternoon,31.0,9739.0,2021-05-16 11:59:59
INS-W_1036,2021-05-16,evening,21.0,881.0,2021-05-16 17:59:59
INS-W_1036,2021-05-16,morning,13.0,531.0,2021-05-16 05:59:59
INS-W_1036,2021-05-16,night,5.0,212.0,2021-05-16 23:59:59
INS-W_1036,2021-05-17,afternoon,29.0,5554.0,2021-05-17 11:59:59
INS-W_1036,2021-05-17,evening,21.0,1226.0,2021-05-17 17:59:59
INS-W_1036,2021-05-17,morning,12.0,245.0,2021-05-17 05:59:59
INS-W_1036,2021-05-17,night,8.0,445.0,2021-05-17 23:59:59
INS-W_1036,2021-05-18,afternoon,23.0,1359.0,2021-05-18 11:59:59
INS-W_1036,2021-05-18,evening,15.0,1497.0,2021-05-18 17:59:59
INS-W_1036,2021-05-18,morning,15.0,3095.0,2021-05-18 05:59:59
INS-W_1036,2021-05-18,night,6.0,143.0,2021-05-18 23:59:59
INS-W_1036,2021-05-19,afternoon,11.0,281.0,2021-05-19 11:59:59
INS-W_1036,2021-05-19,evening,28.0,2443.0,2021-05-19 17:59:59
INS-W_1036,2021-05-19,morning,6.0,190.0,2021-05-19 05:59:59
INS-W_1036,2021-05-19,night,1.0,0.0,2021-05-19 23:59:59
INS-W_1036,2021-05-20,afternoon,7.0,111.0,2021-05-20 11:59:59
INS-W_1036,2021-05-20,evening,10.0,278.0,2021-05-20 17:59:59
INS-W_1036,2021-05-20,morning,11.0,342.0,2021-05-20 05:59:59
INS-W_1036,2021-05-20,night,6.0,167.0,2021-05-20 23:59:59
INS-W_1036,2021-05-21,afternoon,19.0,2168.0,2021-05-21 11:59:59
INS-W_1036,2021-05-21,evening,21.0,2522.0,2021-05-21 17:59:59
INS-W_1036,2021-05-21,morning,10.0,810.0,2021-05-21 05:59:59
INS-W_1036,2021-05-21,night,13.0,448.0,2021-05-21 23:59:59
INS-W_1036,2021-05-22,afternoon,39.0,1958.0,2021-05-22 11:59:59
INS-W_1036,2021-05-22,evening,2.0,157.0,2021-05-22 17:59:59
INS-W_1036,2021-05-22,morning,15.0,875.0,2021-05-22 05:59:59
INS-W_1036,2021-05-22,night,12.0,270.0,2021-05-22 23:59:59
INS-W_1036,2021-05-23,afternoon,21.0,1647.0,2021-05-23 11:59:59
INS-W_1036,2021-05-23,evening,31.0,3977.0,2021-05-23 17:59:59
INS-W_1036,2021-05-23,morning,1.0,0.0,2021-05-23 05:59:59
INS-W_1036,2021-05-23,night,1.0,0.0,2021-05-23 23:59:59
INS-W_1036,2021-05-24,afternoon,27.0,6249.0,2021-05-24 11:59:59
INS-W_1036,2021-05-24,evening,26.0,3477.0,2021-05-24 17:59:59
INS-W_1036,2021-05-24,morning,2.0,28.0,2021-05-24 05:59:59
INS-W_1036,2021-05-24,night,11.0,390.0,2021-05-24 23:59:59
INS-W_1036,2021-05-25,afternoon,27.0,9228.0,2021-05-25 11:59:59
INS-W_1036,2021-05-25,evening,25.0,2263.0,2021-05-25 17:59:59
INS-W_1036,2021-05-25,morning,8.0,270.0,2021-05-25 05:59:59
INS-W_1036,2021-05-25,night,12.0,391.0,2021-05-25 23:59:59
INS-W_1036,2021-05-26,afternoon,17.0,666.0,2021-05-26 11:59:59
INS-W_1036,2021-05-26,evening,15.0,503.0,2021-05-26 17:59:59
INS-W_1036,2021-05-26,morning,8.0,249.0,2021-05-26 05:59:59
INS-W_1036,2021-05-26,night,9.0,387.0,2021-05-26 23:59:59
INS-W_1036,2021-05-27,afternoon,24.0,4932.0,2021-05-27 11:59:59
INS-W_1036,2021-05-27,evening,22.0,3142.0,2021-05-27 17:59:59
INS-W_1036,2021-05-27,morning,9.0,281.0,2021-05-27 05:59:59
INS-W_1036,2021-05-27,night,19.0,855.0,2021-05-27 23:59:59
INS-W_1036,2021-05-28,afternoon,21.0,780.0,2021-05-28 11:59:59
INS-W_1036,2021-05-28,evening,3.0,281.0,2021-05-28 17:59:59
INS-W_1036,2021-05-28,morning,14.0,989.0,2021-05-28 05:59:59
INS-W_1036,2021-05-28,night,2.0,34.0,2021-05-28 23:59:59
INS-W_1036,2021-05-29,afternoon,16.0,7015.0,2021-05-29 11:59:59
INS-W_1036,2021-05-29,evening,30.0,1944.0,2021-05-29 17:59:59
INS-W_1036,2021-05-29,morning,1.0,0.0,2021-05-29 05:59:59
INS-W_1036,2021-05-29,night,1.0,0.0,2021-05-29 23:59:59
INS-W_1036,2021-05-30,afternoon,14.0,1384.0,2021-05-30 11:59:59
INS-W_1036,2021-05-30,evening,16.0,770.0,2021-05-30 17:59:59
INS-W_1036,2021-05-30,morning,13.0,9462.0,2021-05-30 05:59:59
INS-W_1036,2021-05-30,night,13.0,450.0,2021-05-30 23:59:59
INS-W_1036,2021-05-31,afternoon,7.0,1419.0,2021-05-31 11:59:59
INS-W_1036,2021-05-31,evening,35.0,3099.0,2021-05-31 17:59:59
INS-W_1036,2021-05-31,morning,11.0,250.0,2021-05-31 05:59:59
INS-W_1036,2021-05-31,night,5.0,208.0,2021-05-31 23:59:59
INS-W_1036,2021-06-01,afternoon,24.0,2994.0,2021-06-01 11:59:59
INS-W_1036,2021-06-01,evening,22.0,2317.0,2021-06-01 17:59:59
INS-W_1036,2021-06-01,morning,5.0,244.0,2021-06-01 05:59:59
INS-W_1036,2021-06-01,night,11.0,1235.0,2021-06-01 23:59:59
INS-W_1036,2021-06-02,afternoon,31.0,2622.0,2021-06-02 11:59:59
INS-W_1036,2021-06-02,evening,23.0,4895.0,2021-06-02 17:59:59
INS-W_1036,2021-06-02,morning,3.0,55.0,2021-06-02 05:59:59
INS-W_1036,2021-06-02,night,13.0,428.0,2021-06-02 23:59:59
INS-W_1036,2021-06-03,afternoon,30.0,4474.0,2021-06-03 11:59:59
INS-W_1036,2021-06-03,evening,39.0,3256.0,2021-06-03 17:59:59
INS-W_1036,2021-06-03,morning,5.0,141.0,2021-06-03 05:59:59
INS-W_1036,2021-06-03,night,9.0,228.0,2021-06-03 23:59:59
INS-W_1036,2021-06-04,afternoon,14.0,917.0,2021-06-04 11:59:59
INS-W_1036,2021-06-04,evening,44.0,3083.0,2021-06-04 17:59:59
INS-W_1036,2021-06-04,morning,8.0,305.0,2021-06-04 05:59:59
INS-W_1036,2021-06-04,night,19.0,7369.0,2021-06-04 23:59:59
INS-W_1036,2021-06-05,afternoon,20.0,2353.0,2021-06-05 11:59:59
INS-W_1036,2021-06-05,evening,30.0,2398.0,2021-06-05 17:59:59
INS-W_1036,2021-06-05,morning,5.0,126.0,2021-06-05 05:59:59
INS-W_1036,2021-06-05,night,26.0,1283.0,2021-06-05 23:59:59
INS-W_1036,2021-06-06,afternoon,43.0,2903.0,2021-06-06 11:59:59
INS-W_1036,2021-06-06,evening,27.0,3332.0,2021-06-06 17:59:59
INS-W_1036,2021-06-06,morning,12.0,462.0,2021-06-06 05:59:59
INS-W_1036,2021-06-06,night,5.0,367.0,2021-06-06 23:59:59
INS-W_1044,2021-03-29,afternoon,,,2021-03-29 11:59:59
INS-W_1044,2021-03-29,evening,,,2021-03-29 17:59:59
INS-W_1044,2021-03-29,morning,,,2021-03-29 05:59:59
INS-W_1044,2021-03-29,night,,,2021-03-29 23:59:59
INS-W_1044,2021-03-30,afternoon,,,2021-03-30 11:59:59
INS-W_1044,2021-03-30,evening,,,2021-03-30 17:59:59
INS-W_1044,2021-03-30,morning,,,2021-03-30 05:59:59
INS-W_1044,2021-03-30,night,,,2021-03-30 23:59:59
INS-W_1044,2021-03-31,afternoon,1.0,0.0,2021-03-31 11:59:59
INS-W_1044,2021-03-31,evening,28.0,4161.0,2021-03-31 17:59:59
INS-W_1044,2021-03-31,morning,1.0,0.0,2021-03-31 05:59:59
INS-W_1044,2021-03-31,night,1.0,0.0,2021-03-31 23:59:59
INS-W_1044,2021-04-01,afternoon,32.0,8242.0,2021-04-01 11:59:59
INS-W_1044,2021-04-01,evening,27.0,3676.0,2021-04-01 17:59:59
INS-W_1044,2021-04-01,morning,21.0,1648.0,2021-04-01 05:59:59
INS-W_1044,2021-04-01,night,5.0,107.0,2021-04-01 23:59:59
INS-W_1044,2021-04-02,afternoon,29.0,8333.0,2021-04-02 11:59:59
INS-W_1044,2021-04-02,evening,23.0,3549.0,2021-04-02 17:59:59
INS-W_1044,2021-04-02,morning,24.0,1656.0,2021-04-02 05:59:59
INS-W_1044,2021-04-02,night,1.0,19.0,2021-04-02 23:59:59
INS-W_1044,2021-04-03,afternoon,33.0,7941.0,2021-04-03 11:59:59
INS-W_1044,2021-04-03,evening,22.0,4739.0,2021-04-03 17:59:59
INS-W_1044,2021-04-03,morning,23.0,6508.0,2021-04-03 05:59:59
INS-W_1044,2021-04-03,night,7.0,629.0,2021-04-03 23:59:59
INS-W_1044,2021-04-04,afternoon,34.0,6215.0,2021-04-04 11:59:59
INS-W_1044,2021-04-04,evening,28.0,4451.0,2021-04-04 17:59:59
INS-W_1044,2021-04-04,morning,28.0,4330.0,2021-04-04 05:59:59
INS-W_1044,2021-04-04,night,3.0,36.0,2021-04-04 23:59:59
INS-W_1044,2021-04-05,afternoon,29.0,6107.0,2021-04-05 11:59:59
INS-W_1044,2021-04-05,evening,21.0,4426.0,2021-04-05 17:59:59
INS-W_1044,2021-04-05,morning,19.0,3040.0,2021-04-05 05:59:59
INS-W_1044,2021-04-05,night,4.0,160.0,2021-04-05 23:59:59
INS-W_1044,2021-04-06,afternoon,30.0,8538.0,2021-04-06 11:59:59
INS-W_1044,2021-04-06,evening,21.0,1763.0,2021-04-06 17:59:59
INS-W_1044,2021-04-06,morning,13.0,2139.0,2021-04-06 05:59:59
INS-W_1044,2021-04-06,night,2.0,147.0,2021-04-06 23:59:59
INS-W_1044,2021-04-07,afternoon,19.0,6924.0,2021-04-07 11:59:59
INS-W_1044,2021-04-07,evening,27.0,4186.0,2021-04-07 17:59:59
INS-W_1044,2021-04-07,morning,24.0,2668.0,2021-04-07 05:59:59
INS-W_1044,2021-04-07,night,4.0,352.0,2021-04-07 23:59:59
INS-W_1044,2021-04-08,afternoon,34.0,5221.0,2021-04-08 11:59:59
INS-W_1044,2021-04-08,evening,9.0,757.0,2021-04-08 17:59:59
INS-W_1044,2021-04-08,morning,24.0,4295.0,2021-04-08 05:59:59
INS-W_1044,2021-04-08,night,2.0,140.0,2021-04-08 23:59:59
INS-W_1044,2021-04-09,afternoon,17.0,10506.0,2021-04-09 11:59:59
INS-W_1044,2021-04-09,evening,51.0,3316.0,2021-04-09 17:59:59
INS-W_1044,2021-04-09,morning,1.0,0.0,2021-04-09 05:59:59
INS-W_1044,2021-04-09,night,1.0,0.0,2021-04-09 23:59:59
INS-W_1044,2021-04-10,afternoon,32.0,8344.0,2021-04-10 11:59:59
INS-W_1044,2021-04-10,evening,22.0,4947.0,2021-04-10 17:59:59
INS-W_1044,2021-04-10,morning,4.0,153.0,2021-04-10 05:59:59
INS-W_1044,2021-04-10,night,3.0,164.0,2021-04-10 23:59:59
INS-W_1044,2021-04-11,afternoon,29.0,9546.0,2021-04-11 11:59:59
INS-W_1044,2021-04-11,evening,29.0,2043.0,2021-04-11 17:59:59
INS-W_1044,2021-04-11,morning,23.0,1876.0,2021-04-11 05:59:59
INS-W_1044,2021-04-11,night,6.0,287.0,2021-04-11 23:59:59
INS-W_1044,2021-04-12,afternoon,24.0,9339.0,2021-04-12 11:59:59
INS-W_1044,2021-04-12,evening,38.0,3782.0,2021-04-12 17:59:59
INS-W_1044,2021-04-12,morning,22.0,1988.0,2021-04-12 05:59:59
INS-W_1044,2021-04-12,night,3.0,93.0,2021-04-12 23:59:59
INS-W_1044,2021-04-13,afternoon,37.0,7486.0,2021-04-13 11:59:59
INS-W_1044,2021-04-13,evening,28.0,5253.0,2021-04-13 17:59:59
INS-W_1044,2021-04-13,morning,26.0,2303.0,2021-04-13 05:59:59
INS-W_1044,2021-04-13,night,2.0,36.0,2021-04-13 23:59:59
INS-W_1044,2021-04-14,afternoon,23.0,8456.0,2021-04-14 11:59:59
INS-W_1044,2021-04-14,evening,25.0,5149.0,2021-04-14 17:59:59
INS-W_1044,2021-04-14,morning,21.0,2120.0,2021-04-14 05:59:59
INS-W_1044,2021-04-14,night,2.0,127.0,2021-04-14 23:59:59
INS-W_1044,2021-04-15,afternoon,31.0,6101.0,2021-04-15 11:59:59
INS-W_1044,2021-04-15,evening,23.0,2387.0,2021-04-15 17:59:59
INS-W_1044,2021-04-15,morning,27.0,4078.0,2021-04-15 05:59:59
INS-W_1044,2021-04-15,night,12.0,482.0,2021-04-15 23:59:59
INS-W_1044,2021-04-16,afternoon,33.0,7831.0,2021-04-16 11:59:59
